customer_id,full_name,date_of_birth,ssn_last4,kyc_status,risk_rating
CUST00411,Linda Kim,09/30/1959,9042,VERIFIED,LOW
CUST00412,Aisha Okafor,03/25/1995,6636,REVIEW,LOW
CUST00413,Aisha Nguyen,1961-09-21,3232,PENDING,HIGH
CUST00414,Wei Smith,07/16/1983,3371,VERIFIED,LOW
CUST00415,Patricia Singh,10/18/1996,5993,VERIFIED,LOW
CUST00416,Patricia Rodriguez,19860119,8646,REVIEW,LOW
CUST00417,Wei Mensah,19980723,9617,VERIFIED,LOW
CUST00418,Carlos Mensah,07/30/1976,4873,,HIGH
CUST00419,John Chen,1952-08-09,3908,VERIFIED,LOW
CUST00420,Jose Jones,19610604,6852,,LOW
CUST00421,Wei Khan,07/27/1996,7973,REVIEW,HIGH
CUST00422,Jennifer Singh,11/21/2002,8022,VERIFIED,LOW
CUST00423,Maria Okafor,1961-10-14,5882,VERIFIED,MEDIUM
CUST00424,Michael Nguyen,19570401,6703,REVIEW,MEDIUM
CUST00425,Carlos Ivanov,04/16/1982,1354,,LOW
CUST00426,Elizabeth Johnson,14-Oct-1964,3683,,LOW
CUST00427,Carlos Lopez,19600203,9006,,LOW
CUST00428,Patricia Rodriguez,19-May-1996,8880,VERIFIED,MEDIUM
CUST00429,Michael Khan,1994-01-06,4055,VERIFIED,LOW
CUST00430,David Patel,1985-05-07,7193,VERIFIED,LOW
CUST00431,Olga Patel,19631031,2719,,LOW
CUST00432,Michael Johnson,16-Jul-1963,8720,VERIFIED,HIGH
CUST00433,Jennifer Chen,03-May-1993,4740,,LOW
CUST00434,Patricia Jones,19910225,0971,VERIFIED,LOW
CUST00435,Linda Jones,27-Nov-1956,4055,REVIEW,MEDIUM
CUST00436,John Lopez,29-Nov-1988,6786,PENDING,MEDIUM
CUST00437,Robert Nguyen,11-Oct-1951,6046,PENDING,MEDIUM
CUST00438,Olga Smith,1974-05-13,7511,REVIEW,LOW
CUST00439,Ravi Nguyen,09/07/1950,7039,VERIFIED,MEDIUM
CUST00440,Maria Martinez,03-Feb-1969,8967,,LOW
CUST00441,Fatima Chen,1995-10-17,0752,VERIFIED,MEDIUM
CUST00442,Patricia Garcia,19460618,7479,VERIFIED,MEDIUM
CUST00443,John Martinez,02/25/1963,4489,VERIFIED,LOW
CUST00444,Robert Patel,06/19/1967,0848,PENDING,LOW
CUST00445,Aisha Williams,1966-01-03,0017,VERIFIED,MEDIUM
CUST00446,John Lopez,12/29/1951,8510,REVIEW,MEDIUM
CUST00447,James Chen,1945-11-01,6919,REVIEW,LOW
CUST00448,Robert Davis,19871110,1463,REVIEW,LOW
CUST00449,Maria Patel,05-Apr-1954,2246,PENDING,LOW
CUST00450,John Williams,2002-07-24,9999,REVIEW,LOW
CUST00451,Jose Miller,06/26/1984,6745,,MEDIUM
CUST00452,Robert Brown,06/28/1964,2017,,MEDIUM
CUST00453,Aisha Chen,07/16/1976,4059,VERIFIED,LOW
CUST00454,Ravi Mensah,07-Apr-1967,0439,REVIEW,LOW
CUST00455,Sun Mensah,06/08/1963,6418,VERIFIED,LOW
CUST00456,Fatima Nguyen,1966-06-22,3949,PENDING,HIGH
CUST00457,Sun Smith,16-May-1951,5185,VERIFIED,MEDIUM
CUST00458,Aisha Patel,12/29/1995,7717,VERIFIED,LOW
CUST00459,Robert Smith,11-Sep-1997,3534,VERIFIED,LOW
CUST00460,Sun Martinez,19800914,6939,REVIEW,MEDIUM
CUST00461,Ravi Singh,05/24/1952,4546,VERIFIED,LOW
CUST00462,Sun Miller,02/03/1952,8788,VERIFIED,MEDIUM
CUST00463,Robert Martinez,19970812,3909,VERIFIED,LOW
CUST00464,Aisha Brown,19520926,9975,VERIFIED,LOW
CUST00465,Jennifer Brown,2004-10-04,2248,REVIEW,LOW
CUST00466,Fatima Patel,13-Sep-1959,2735,VERIFIED,LOW
CUST00467,Patricia Smith,10-Feb-1969,7034,VERIFIED,HIGH
CUST00468,David Lopez,1950-09-24,8128,PENDING,HIGH
CUST00469,Mary Ivanov,04/23/1977,6024,VERIFIED,LOW
CUST00470,Olga Brown,03/26/1954,8336,VERIFIED,LOW
CUST00471,Linda Johnson,19460207,5963,PENDING,LOW
CUST00472,Mary Singh,19610121,3678,VERIFIED,LOW
CUST00473,Maria Rodriguez,1982-05-06,9364,VERIFIED,LOW
CUST00474,Mary Garcia,01/15/1990,8450,VERIFIED,MEDIUM
CUST00475,Carlos Martinez,09-Mar-1951,5362,VERIFIED,HIGH
CUST00476,James Patel,12/23/1985,4777,,LOW
CUST00477,Linda Okafor,13-Nov-2000,9694,PENDING,LOW
CUST00478,Linda Jones,1994-01-13,6718,VERIFIED,LOW
CUST00479,Jose Smith,02-Aug-1993,0023,REVIEW,MEDIUM
CUST00480,Patricia Miller,08/03/1972,6878,PENDING,LOW
CUST00481,David Williams,1957-10-10,3792,,MEDIUM
CUST00482,Carlos Williams,1978-06-02,8280,VERIFIED,MEDIUM
CUST00483,Olga Lopez,1951-09-19,7126,REVIEW,LOW
CUST00484,Elizabeth Rodriguez,30-Mar-1966,6438,REVIEW,LOW
CUST00485,Carlos Rodriguez,07/15/1973,1223,VERIFIED,LOW
CUST00486,Patricia Jones,1997-06-16,2693,PENDING,MEDIUM
CUST00487,Aisha Brown,05-Mar-1973,3401,PENDING,LOW
CUST00488,David Brown,1986-07-27,2582,REVIEW,LOW
CUST00489,Mary Miller,16-Feb-1999,2430,VERIFIED,LOW
CUST00490,Wei Kim,1976-11-30,4896,VERIFIED,LOW
CUST00491,Wei Okafor,10/16/1947,1551,PENDING,LOW
CUST00492,Patricia Smith,1957-07-17,3641,VERIFIED,LOW
CUST00493,Jose Williams,09-Dec-1980,1228,VERIFIED,LOW
CUST00494,Carlos Jones,1962-09-28,5432,VERIFIED,LOW
CUST00495,Mary Garcia,19860511,6471,PENDING,LOW
CUST00496,Aisha Garcia,04-May-1979,3517,VERIFIED,LOW
CUST00497,Carlos Jones,1970-02-09,4026,REVIEW,LOW
CUST00498,Aisha Singh,19891004,0999,VERIFIED,LOW
CUST00499,John Khan,05/13/1979,8614,VERIFIED,HIGH
CUST00500,Wei Patel,19461002,8921,PENDING,LOW
CUST00501,Sun Chen,19951001,4430,VERIFIED,LOW
CUST00502,Kwame Davis,1973-08-10,4602,VERIFIED,MEDIUM
CUST00503,Jose Lopez,07/01/1992,2615,VERIFIED,LOW
CUST00504,Linda Rodriguez,2003-12-07,3594,,MEDIUM
CUST00505,Jennifer Garcia,10/31/1976,9707,VERIFIED,LOW
CUST00506,James Patel,01/27/1998,9225,VERIFIED,MEDIUM
CUST00507,Elizabeth Garcia,19930821,0621,VERIFIED,LOW
CUST00508,Kwame Davis,1965-11-14,8625,PENDING,LOW
CUST00509,Kwame Miller,10/06/1974,5582,REVIEW,LOW
CUST00510,Mary Smith,01/12/1974,9611,REVIEW,LOW
CUST00511,Sun Patel,1954-12-14,6120,REVIEW,MEDIUM
CUST00512,Patricia Chen,29-Jul-1997,5285,VERIFIED,LOW
CUST00513,Fatima Chen,03/12/1984,9207,REVIEW,HIGH
CUST00514,Linda Lopez,01/05/1977,6199,VERIFIED,LOW
CUST00515,Jennifer Smith,19560604,9297,VERIFIED,LOW
CUST00516,Maria Mensah,01/17/1999,9265,VERIFIED,MEDIUM
CUST00517,Maria Williams,08/14/1957,5682,VERIFIED,LOW
CUST00518,Robert Chen,20020128,0186,VERIFIED,LOW
CUST00519,Robert Patel,22-May-1967,1770,REVIEW,LOW
CUST00520,Wei Okafor,19490427,2725,PENDING,MEDIUM
CUST00521,Jose Singh,19781223,1661,PENDING,HIGH
CUST00522,Linda Garcia,20030527,1207,VERIFIED,LOW
CUST00523,Maria Rodriguez,1946-10-20,1215,VERIFIED,LOW
CUST00524,Jennifer Williams,1978-09-08,5536,,HIGH
CUST00525,James Khan,04/23/1988,9950,PENDING,LOW
CUST00526,Patricia Chen,10/21/1949,3112,PENDING,HIGH
CUST00527,David Martinez,16-Jun-1993,3891,VERIFIED,LOW
CUST00528,Olga Singh,19800401,2516,VERIFIED,LOW
CUST00529,Aisha Williams,06-May-1945,9833,PENDING,LOW
CUST00530,James Miller,09/14/1953,4781,VERIFIED,MEDIUM
CUST00531,Elizabeth Nguyen,19550513,8013,REVIEW,LOW
CUST00532,Ravi Nguyen,03/06/1953,6078,PENDING,LOW
CUST00533,Carlos Johnson,27-Sep-1961,7204,PENDING,LOW
CUST00534,David Lopez,1965-04-19,2476,REVIEW,LOW
CUST00535,Jose Singh,19520909,9662,VERIFIED,HIGH
CUST00536,Wei Kim,19500622,8773,REVIEW,MEDIUM
CUST00537,Linda Ivanov,19-May-1996,1293,PENDING,LOW
CUST00538,Olga Kim,01/17/1990,1970,PENDING,LOW
CUST00539,Michael Miller,12/31/1959,0699,PENDING,LOW
CUST00540,Michael Jones,23-Jan-1984,5238,REVIEW,LOW
CUST00541,Wei Singh,19521022,9044,VERIFIED,LOW
CUST00542,Carlos Smith,19910817,1843,PENDING,LOW
CUST00543,Olga Lopez,1958-04-19,1730,,LOW
CUST00544,Ravi Patel,19700901,4327,PENDING,MEDIUM
CUST00545,Kwame Ivanov,1996-04-27,2821,VERIFIED,MEDIUM
CUST00546,Kwame Mensah,19571127,0635,PENDING,LOW
CUST00547,Mary Ivanov,25-Apr-1966,6102,VERIFIED,LOW
CUST00548,Elizabeth Rodriguez,19720310,1609,VERIFIED,LOW
CUST00549,Carlos Chen,17-Dec-1971,6828,,LOW
CUST00550,Carlos Miller,19611111,7937,,LOW
CUST00551,Sun Garcia,1950-01-16,5097,REVIEW,HIGH
CUST00552,John Kim,1981-03-11,2846,VERIFIED,LOW
CUST00553,Linda Johnson,19500304,0828,VERIFIED,LOW
CUST00554,Jose Okafor,19690731,2029,REVIEW,LOW
CUST00555,Jose Ivanov,19660915,2909,PENDING,HIGH
CUST00556,Jose Patel,06/19/1994,4237,REVIEW,LOW
CUST00557,James Nguyen,1970-07-30,2669,,LOW
CUST00558,Linda Miller,10-Nov-1964,6709,,LOW
CUST00559,Fatima Jones,10/19/1945,9849,VERIFIED,LOW
CUST00560,Kwame Martinez,24-Aug-1967,6943,PENDING,LOW
CUST00561,David Miller,19860307,4950,REVIEW,HIGH
CUST00562,Wei Lopez,2000-12-12,0120,,LOW
CUST00563,Kwame Mensah,16-May-1995,4890,REVIEW,LOW
CUST00564,Robert Chen,21-Mar-1988,5327,VERIFIED,LOW
CUST00565,Elizabeth Miller,11/12/2003,8475,VERIFIED,LOW
CUST00566,Wei Chen,10/31/1998,0417,REVIEW,MEDIUM
CUST00567,David Khan,19710710,6361,REVIEW,LOW
CUST00568,Olga Miller,22-Apr-1997,3643,REVIEW,HIGH
CUST00569,Fatima Patel,08-Apr-2002,2785,REVIEW,HIGH
CUST00570,Elizabeth Brown,19610402,2096,REVIEW,LOW
CUST00571,Jennifer Chen,1995-02-26,3641,VERIFIED,LOW
CUST00572,Aisha Chen,20-Jul-1972,4269,,LOW
CUST00573,Patricia Ivanov,1986-08-10,9561,,HIGH
CUST00574,Fatima Miller,1951-05-23,6253,,LOW
CUST00575,Mary Jones,01/23/1982,3281,VERIFIED,MEDIUM
CUST00576,Carlos Jones,01-Feb-1996,2954,VERIFIED,MEDIUM
CUST00577,Jennifer Chen,1974-11-04,0077,PENDING,LOW
CUST00578,Jennifer Lopez,10/15/1963,8021,VERIFIED,LOW
CUST00579,Aisha Khan,20000217,7029,PENDING,MEDIUM
CUST00580,Mary Singh,06/02/1945,6112,VERIFIED,LOW
CUST00581,Michael Smith,1992-08-22,4076,VERIFIED,LOW
CUST00582,John Brown,19721231,8246,,LOW
CUST00583,Robert Johnson,26-Dec-1959,4764,PENDING,HIGH
CUST00584,Sun Chen,19980703,2192,VERIFIED,MEDIUM
CUST00585,Michael Garcia,19770325,0313,VERIFIED,LOW
CUST00586,Michael Smith,10/09/1956,2017,VERIFIED,LOW
CUST00587,David Singh,1978-08-30,9730,VERIFIED,LOW
CUST00588,James Johnson,2003-08-21,6828,PENDING,MEDIUM
CUST00589,Ravi Rodriguez,19560202,2508,VERIFIED,LOW
CUST00590,Aisha Brown,06-Jan-1972,9922,REVIEW,LOW
CUST00591,Patricia Kim,1982-07-30,4631,VERIFIED,LOW
CUST00592,Michael Mensah,08/27/1989,4308,,LOW
CUST00593,Aisha Martinez,02/10/1977,0645,,MEDIUM
CUST00594,Fatima Chen,08/20/1963,0044,VERIFIED,LOW
CUST00595,Olga Ivanov,11/28/1954,1475,,LOW
CUST00596,David Davis,19540202,4850,VERIFIED,MEDIUM
CUST00597,Patricia Garcia,1949-06-30,4760,VERIFIED,LOW
CUST00598,Patricia Brown,1983-03-22,0158,VERIFIED,LOW
CUST00599,Jose Okafor,27-Jun-1974,1522,VERIFIED,LOW
CUST00600,Patricia Nguyen,19610529,7479,VERIFIED,MEDIUM
CUST00601,Aisha Garcia,1987-11-28,2171,REVIEW,LOW
CUST00602,Patricia Khan,19590421,9321,REVIEW,MEDIUM
CUST00603,Kwame Nguyen,06-Apr-1961,0472,REVIEW,LOW
CUST00604,Fatima Brown,19880504,7220,VERIFIED,LOW
CUST00605,Maria Smith,06/21/1968,5542,,HIGH
CUST00606,Patricia Khan,06/19/2000,7895,VERIFIED,MEDIUM
CUST00607,Ravi Mensah,1958-05-04,0190,REVIEW,LOW
CUST00608,Fatima Ivanov,05/11/1990,1226,PENDING,LOW
CUST00609,Maria Rodriguez,1966-08-12,8305,VERIFIED,HIGH
CUST00610,Wei Nguyen,09/19/2002,1291,PENDING,MEDIUM
CUST00611,Carlos Williams,19960530,7324,VERIFIED,LOW
CUST00612,James Brown,19890815,6755,VERIFIED,HIGH
CUST00613,James Williams,06-Apr-1994,8328,,LOW
CUST00614,Carlos Chen,23-Sep-2003,0889,VERIFIED,MEDIUM
CUST00615,Ravi Mensah,19741014,5952,REVIEW,MEDIUM
CUST00616,Patricia Davis,1955-03-26,5592,VERIFIED,LOW
CUST00617,Sun Patel,1994-02-19,0750,VERIFIED,MEDIUM
CUST00618,Aisha Brown,08-Aug-1957,3209,VERIFIED,LOW
CUST00619,Michael Okafor,04/01/1980,5536,VERIFIED,MEDIUM
CUST00620,Olga Brown,19490304,7493,REVIEW,HIGH
CUST00621,John Ivanov,1990-03-27,8689,REVIEW,LOW
CUST00622,Aisha Lopez,19940820,8328,VERIFIED,HIGH
CUST00623,John Brown,19600731,9839,,LOW
CUST00624,Wei Khan,03/24/1990,4482,PENDING,LOW
CUST00625,Carlos Jones,05/24/1971,6762,,HIGH
CUST00626,Ravi Chen,10/26/1971,3291,VERIFIED,HIGH
CUST00627,Jose Jones,01/26/1971,8255,,LOW
CUST00628,Jose Singh,19550510,9548,,MEDIUM
CUST00629,Elizabeth Khan,1992-11-24,8564,VERIFIED,LOW
CUST00630,John Johnson,1979-03-04,3275,VERIFIED,LOW
CUST00631,David Jones,1970-09-18,4835,VERIFIED,HIGH
CUST00632,Jose Okafor,1947-11-25,9205,VERIFIED,HIGH
CUST00633,Linda Kim,22-Nov-1979,0769,PENDING,MEDIUM
CUST00634,Maria Singh,1982-05-17,0212,REVIEW,LOW
CUST00635,Kwame Okafor,03/22/1963,6025,,HIGH
CUST00636,Michael Miller,18-Feb-1999,7353,VERIFIED,LOW
CUST00637,Jennifer Kim,1961-10-10,6180,VERIFIED,MEDIUM
CUST00638,Ravi Rodriguez,01/15/1970,2636,,LOW
CUST00639,Maria Okafor,07/04/1945,0654,VERIFIED,LOW
CUST00640,Mary Mensah,20-Jul-1998,8037,,HIGH
CUST00641,Robert Chen,02/15/1977,3012,,LOW
CUST00642,Jennifer Khan,19900427,1506,VERIFIED,LOW
CUST00643,Maria Chen,22-Feb-1964,4809,VERIFIED,HIGH
CUST00644,Fatima Singh,1992-08-05,1879,REVIEW,LOW
CUST00645,Linda Mensah,12/25/1984,0653,REVIEW,LOW
CUST00646,Patricia Nguyen,20-Mar-1979,8851,REVIEW,LOW
CUST00647,Sun Patel,19470321,7975,VERIFIED,LOW
CUST00648,Michael Chen,2003-06-15,1572,VERIFIED,HIGH
CUST00649,James Williams,11/02/1992,3492,REVIEW,MEDIUM
CUST00650,Michael Singh,19540429,1181,REVIEW,LOW
CUST00651,Carlos Chen,1947-02-18,1433,VERIFIED,LOW
CUST00652,David Singh,1960-12-20,9420,VERIFIED,LOW
CUST00653,Wei Okafor,19810728,7094,VERIFIED,LOW
CUST00654,Patricia Singh,1979-12-12,1036,REVIEW,HIGH
CUST00655,Robert Patel,1949-01-31,4748,REVIEW,LOW
CUST00656,Robert Martinez,19990602,6249,PENDING,LOW
CUST00657,Jennifer Singh,07/11/1987,2234,REVIEW,MEDIUM
CUST00658,Elizabeth Jones,17-Dec-1993,6113,VERIFIED,HIGH
CUST00659,John Brown,1994-10-19,0082,,HIGH
CUST00660,Ravi Singh,1980-05-10,4992,VERIFIED,LOW
CUST00661,Aisha Kim,12/31/1963,2637,VERIFIED,LOW
CUST00662,David Miller,2000-05-06,2971,REVIEW,HIGH
CUST00663,Ravi Okafor,1949-11-18,4762,REVIEW,LOW
CUST00664,Patricia Miller,19670629,5420,VERIFIED,LOW
CUST00665,Linda Brown,22-Oct-2003,1143,VERIFIED,LOW
CUST00666,Carlos Chen,03-Aug-1988,9571,VERIFIED,HIGH
CUST00667,Jose Chen,19951109,2762,VERIFIED,LOW
CUST00668,Linda Khan,01-Feb-1967,5889,VERIFIED,LOW
CUST00669,Carlos Okafor,23-Jan-1988,5004,PENDING,HIGH
CUST00670,Jennifer Mensah,1954-10-07,4597,VERIFIED,HIGH
CUST00671,David Williams,1962-08-16,0305,,LOW
CUST00672,Olga Nguyen,03/16/1997,0600,,LOW
CUST00673,Ravi Ivanov,10/04/1993,5993,PENDING,LOW
CUST00674,Elizabeth Jones,19971124,8210,,LOW
CUST00675,Jose Kim,1980-08-06,3913,,LOW
CUST00676,John Okafor,02/16/1991,2935,,HIGH
CUST00677,John Ivanov,28-Feb-2004,0662,VERIFIED,MEDIUM
CUST00678,Robert Rodriguez,16-Oct-1965,3834,VERIFIED,LOW
CUST00679,Jose Nguyen,19910619,7448,VERIFIED,LOW
CUST00680,Maria Brown,08-Mar-2003,4314,,HIGH
CUST00681,Jennifer Nguyen,19960226,5985,,LOW
CUST00682,David Nguyen,05/10/1991,8460,PENDING,LOW
CUST00683,Fatima Ivanov,1975-12-16,8222,VERIFIED,MEDIUM
CUST00684,Linda Williams,10-Nov-1959,3465,VERIFIED,LOW
CUST00685,Jose Mensah,1959-02-13,3773,PENDING,LOW
CUST00686,Fatima Ivanov,19550303,3452,,LOW
CUST00687,Aisha Smith,01/26/2003,0706,VERIFIED,HIGH
CUST00688,Jennifer Jones,1998-02-22,9376,VERIFIED,LOW
CUST00689,David Garcia,19591204,9819,,LOW
CUST00690,Elizabeth Williams,05/15/2004,7359,,MEDIUM
CUST00691,Jennifer Davis,19880319,9844,VERIFIED,HIGH
CUST00692,Kwame Kim,26-Apr-1961,2747,REVIEW,LOW
CUST00693,Kwame Lopez,1985-09-07,3765,PENDING,MEDIUM
CUST00694,Patricia Smith,11/11/1956,8564,,MEDIUM
CUST00695,Kwame Brown,06/02/1958,7796,,HIGH
CUST00696,Ravi Kim,1948-07-03,1526,PENDING,LOW
CUST00697,Ravi Smith,19990221,8553,PENDING,LOW
CUST00698,Sun Khan,11/24/1948,7899,PENDING,LOW
CUST00699,Olga Brown,19971105,2193,VERIFIED,MEDIUM
CUST00700,Robert Martinez,19651110,4223,VERIFIED,LOW
CUST00701,Olga Kim,1945-08-22,8515,VERIFIED,MEDIUM
CUST00702,Michael Chen,20030922,5935,VERIFIED,LOW
CUST00703,Olga Rodriguez,24-Mar-1983,8783,PENDING,HIGH
CUST00704,Kwame Rodriguez,19771021,3337,PENDING,HIGH
CUST00705,Fatima Garcia,09-Jan-1995,9160,,MEDIUM
CUST00706,Elizabeth Lopez,08-Oct-1967,6522,REVIEW,LOW
CUST00707,Patricia Davis,20040224,2650,VERIFIED,LOW
CUST00708,Wei Chen,1990-08-10,2633,PENDING,LOW
CUST00709,John Ivanov,19530304,1444,VERIFIED,LOW
CUST00710,Jose Williams,1964-11-23,6296,PENDING,HIGH
CUST00711,Sun Martinez,2003-11-14,2871,REVIEW,MEDIUM
CUST00712,James Miller,20-May-1984,3190,VERIFIED,HIGH
CUST00713,Sun Davis,10/21/1990,0590,VERIFIED,LOW
CUST00714,James Garcia,2003-10-07,4520,PENDING,LOW
CUST00715,Wei Lopez,06/14/1980,8482,VERIFIED,LOW
CUST00716,Ravi Martinez,02-Feb-1953,5693,VERIFIED,LOW
CUST00717,Michael Okafor,19990527,9419,VERIFIED,LOW
CUST00718,Aisha Kim,1960-09-14,9152,VERIFIED,HIGH
CUST00719,Maria Brown,27-May-1971,8813,,LOW
CUST00720,Wei Lopez,19840921,3985,VERIFIED,MEDIUM
CUST00721,Olga Smith,19860502,1904,VERIFIED,LOW
CUST00722,Linda Davis,02-May-1979,6757,VERIFIED,HIGH
CUST00723,James Rodriguez,01/21/1993,4706,VERIFIED,MEDIUM
CUST00724,Robert Singh,09/07/1975,7807,VERIFIED,LOW
CUST00725,Olga Rodriguez,08/10/1964,3115,PENDING,LOW
CUST00726,Linda Rodriguez,01/26/1966,3755,VERIFIED,LOW
CUST00727,Jose Jones,2000-07-01,1964,VERIFIED,MEDIUM
CUST00728,James Singh,2000-01-26,7901,VERIFIED,HIGH
CUST00729,Fatima Lopez,19-Apr-1973,8041,VERIFIED,HIGH
CUST00730,Wei Davis,02/22/1970,0887,,MEDIUM
CUST00731,Ravi Johnson,30-Nov-1987,6450,REVIEW,LOW
CUST00732,Patricia Kim,19860107,5171,REVIEW,LOW
CUST00733,Michael Nguyen,1946-01-23,5331,VERIFIED,HIGH
CUST00734,Jennifer Singh,19-Apr-1968,3885,VERIFIED,MEDIUM
CUST00735,Maria Patel,01/02/2000,8171,PENDING,LOW
CUST00736,Jose Patel,19820807,4581,PENDING,LOW
CUST00737,John Lopez,04/06/1996,1636,REVIEW,LOW
CUST00738,Ravi Khan,19660226,3212,VERIFIED,LOW
CUST00739,James Garcia,19870608,8185,VERIFIED,HIGH
CUST00740,Maria Ivanov,27-Nov-1992,4111,,HIGH
CUST00741,Wei Brown,04/13/1949,0983,VERIFIED,LOW
CUST00742,Patricia Okafor,03-Oct-1987,4256,VERIFIED,LOW
CUST00743,Ravi Rodriguez,10-Apr-1995,0324,PENDING,LOW
CUST00744,Kwame Miller,07/01/1976,4663,VERIFIED,LOW
CUST00745,Fatima Okafor,1990-10-18,6243,,LOW
CUST00746,John Garcia,10-Aug-1986,6911,REVIEW,HIGH
CUST00747,Wei Williams,1996-04-14,2654,VERIFIED,LOW
CUST00748,Maria Martinez,15-Feb-1973,9918,REVIEW,MEDIUM
CUST00749,Carlos Patel,19690503,6782,VERIFIED,LOW
CUST00750,John Davis,27-Jan-1947,1311,VERIFIED,LOW
CUST00751,Patricia Brown,1980-08-15,7752,,LOW
CUST00752,Wei Kim,1947-05-14,1702,VERIFIED,HIGH
CUST00753,Robert Nguyen,07-Dec-1958,3757,VERIFIED,LOW
CUST00754,John Jones,10/04/1984,0468,VERIFIED,LOW
CUST00755,Fatima Okafor,06-Mar-1974,8987,PENDING,LOW
CUST00756,Jennifer Lopez,19930520,9240,PENDING,HIGH
CUST00757,Ravi Martinez,26-May-2002,7891,,LOW
CUST00758,Carlos Martinez,13-Jan-1953,6753,VERIFIED,LOW
CUST00759,James Smith,03/27/1972,5634,VERIFIED,MEDIUM
CUST00760,James Ivanov,19930103,4908,VERIFIED,MEDIUM
CUST00761,Kwame Davis,1971-04-13,8981,VERIFIED,LOW
CUST00762,Ravi Khan,19811209,4094,VERIFIED,MEDIUM
CUST00763,Linda Rodriguez,1978-12-12,6917,REVIEW,LOW
CUST00764,Kwame Rodriguez,08-May-1991,8715,VERIFIED,MEDIUM
CUST00765,Robert Garcia,11/13/1961,4744,VERIFIED,MEDIUM
CUST00766,Carlos Rodriguez,20000602,3076,VERIFIED,LOW
CUST00767,Mary Singh,1958-08-26,3046,VERIFIED,LOW
CUST00768,John Okafor,1969-02-24,3814,VERIFIED,LOW
CUST00769,Fatima Miller,28-Apr-1946,6885,VERIFIED,MEDIUM
CUST00770,Carlos Johnson,27-Apr-1978,1314,VERIFIED,LOW
CUST00771,Wei Williams,19681128,2975,VERIFIED,LOW
CUST00772,James Brown,03/27/1979,6304,PENDING,LOW
CUST00773,Michael Okafor,1948-01-04,8538,REVIEW,LOW
CUST00774,Wei Martinez,03-Jun-1987,2598,REVIEW,LOW
CUST00775,Sun Brown,22-Apr-1994,7884,REVIEW,LOW
CUST00776,Jose Johnson,10/30/1962,1850,VERIFIED,MEDIUM
CUST00777,James Garcia,11-Feb-1974,9579,VERIFIED,MEDIUM
CUST00778,James Johnson,19661023,9768,VERIFIED,LOW
CUST00779,Linda Garcia,19530111,1497,REVIEW,HIGH
CUST00780,Mary Johnson,13-May-1975,2521,REVIEW,HIGH
CUST00781,John Ivanov,08/21/1954,5189,,LOW
CUST00782,Michael Smith,19840511,5868,REVIEW,LOW
CUST00783,Mary Ivanov,19670629,9159,VERIFIED,HIGH
CUST00784,Michael Lopez,12/20/1988,8906,VERIFIED,LOW
CUST00785,David Mensah,01/09/1987,1128,,LOW
CUST00786,Elizabeth Rodriguez,26-Apr-1985,7439,VERIFIED,HIGH
CUST00787,Jennifer Smith,03-Jan-1979,3912,VERIFIED,LOW
CUST00788,Ravi Nguyen,01/22/2004,8586,REVIEW,MEDIUM
CUST00789,John Mensah,23-Jun-1994,5285,PENDING,LOW
CUST00790,Patricia Kim,1954-11-29,0717,VERIFIED,LOW
CUST00791,Michael Brown,19471022,3139,VERIFIED,LOW
CUST00792,Wei Ivanov,24-Mar-1996,0804,VERIFIED,LOW
CUST00793,Robert Smith,05/13/1999,8051,VERIFIED,MEDIUM
CUST00794,Mary Patel,20020428,6046,REVIEW,LOW
CUST00795,David Kim,2000-05-07,1153,VERIFIED,LOW
CUST00796,Sun Brown,1964-05-15,3784,,MEDIUM
CUST00797,Michael Kim,12/31/1961,9339,REVIEW,LOW
CUST00798,Ravi Khan,1995-02-06,9446,VERIFIED,MEDIUM
CUST00799,Aisha Brown,09/06/2004,2955,,MEDIUM
CUST00800,Maria Garcia,19900412,5772,VERIFIED,HIGH
